TimeStamp,T0.56,Td,Tgrass,Tw,RH,U0.56,U1.12,U2.24,U4.48,U5,U6.4,Sb,Ldw(uc),Luw(uc),Rn,Sdw,Suw
timestamp,degC,degC,degC,degC,%,m/s,m/s,m/s,m/s,m/s,m/s,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2
02/10/2019 11:25,15.2,12.31,23.28,8.14,56.7,1.8,1.6,2,2.2,2.2,2.4,850.5,-89.6,-14.9,441.2,657.8,137.4
02/10/2019 11:30,15.45,12.77,24.3,8.47,56.2,1.7,1.5,2,2.1,2.2,2.2,509.1,-78.7,-15.6,396.1,576.3,117.8
02/10/2019 11:35,13.9,12.41,19.93,8.07,54.4,2.3,2,2.6,2.9,2.9,3.1,341,-78.9,-15.6,281,443.9,86.2
02/10/2019 11:40,15.37,12.24,23.44,8.08,56.6,2.1,1.8,2.4,2.6,2.7,2.8,799.3,-80,-14.9,446.3,670.8,140.8
02/10/2019 11:45,14.36,12.52,21.08,8.34,57.2,2.3,2.1,2.7,2.9,2.9,3,529.3,-90.5,-15.3,285.6,468.7,94.4
02/10/2019 11:50,14.67,12.39,22.62,8.18,56.2,2.6,2.2,2.9,3.2,3.2,3.4,677.6,-81.8,-15.3,408,614.5,127.8
02/10/2019 11:55,14.68,12.69,21.6,8.42,56,2.5,2.2,2.9,3.2,3.3,3.4,282.9,-63.8,-15.6,327,479.9,95.2
02/10/2019 12:00,13.93,12.28,18.95,8.13,56.6,2.4,2,2.7,3,3.2,3.3,288.5,-61.9,-14.7,308.6,457.7,90.4
02/10/2019 12:05,13.35,12.19,17.71,8.19,57.6,2.1,1.9,2.5,2.9,3,3.1,139.2,-69.7,-15.6,196.6,316.8,60.9
02/10/2019 12:10,12.87,12.02,16.36,8.12,58.5,1.7,1.5,1.9,2.2,2.1,2.3,4.8,-55.7,-15.1,126.5,212.5,38.1
02/10/2019 12:15,12.61,11.94,15.45,7.98,57.4,2.3,2.1,2.6,2.8,2.9,3,41.1,-62.1,-15.1,128.3,225.1,41.5
02/10/2019 12:20,13.63,12.12,17.32,7.81,55.4,2,1.7,2.2,2.6,2.6,2.7,130.9,-51.8,-14.7,272.2,401.6,79.7
02/10/2019 12:25,12.93,12.14,15.89,7.84,55.2,2.2,2,2.5,3,3,3.2,5.2,-40.7,-15.3,176.7,254.7,46.7
02/10/2019 12:30,12.88,12.1,15.32,7.98,56.5,1.5,1.3,1.8,2.1,2,2.2,9,-45.2,-15.1,125.2,196.5,34.8
02/10/2019 12:35,13.2,12.19,15.75,8.11,56.9,1.8,1.7,2.2,2.4,2.3,2.5,83.1,-73.4,-14.9,145.9,264.6,49.6
02/10/2019 12:40,14.7,12.42,20.39,8.2,57,1.8,1.7,2,2.3,2.3,2.5,580.5,-86.8,-14.7,353.7,560.4,120.9
02/10/2019 12:45,14.84,12.65,21.64,8.28,55.1,2.4,2.1,2.7,3,3.1,3.3,525.8,-81.1,-15.3,352.9,547.7,117.6
02/10/2019 12:50,13.83,12.55,18.52,8.15,54.5,2.5,2.2,2.7,3.1,3.2,3.3,111.5,-59.2,-15.6,233.3,364,71.8
02/10/2019 12:55,13.98,12.48,18.1,8.09,54.6,2.1,1.8,2.4,2.7,2.8,3,155.1,-51.8,-14.9,271.9,398.1,80.2
02/10/2019 13:00,13.18,12.46,16.32,8.08,54.8,2.3,2.1,2.6,3,3.1,3.3,19.3,-45.9,-15.3,168.9,250.6,46.5
02/10/2019 13:05,12.78,12.27,14.57,7.97,55,2.5,2.2,2.8,3.1,3.1,3.2,4.4,-40,-15.3,124.1,184.2,32.5
02/10/2019 13:10,12.72,12.23,14.23,8.11,56.4,1.5,1.4,1.8,2.1,2.1,2.5,2.8,-39.8,-15.1,84.3,138.3,23.9
02/10/2019 13:15,13.19,12.21,14.87,8.1,57,1.6,1.5,1.9,2.3,2.4,2.5,167.6,-57.3,-14.4,171,284.1,55.7
02/10/2019 13:20,15.32,12.79,21.52,8.49,56.7,2.6,2.2,2.9,3.3,3.3,3.5,759.7,-75.2,-14.7,407.5,617.8,137.6
02/10/2019 13:25,14.17,13.01,20.33,8.64,55.5,2,1.8,2.3,2.6,2.4,2.7,109.5,-75.4,-15.8,180,296.5,57.2
02/10/2019 13:30,15.19,12.93,20.55,8.56,55.3,1.7,1.5,1.9,2.1,2.2,2.3,544,-65.6,-14.9,346.4,519.7,113.8
02/10/2019 13:35,13.49,12.89,16.81,8.49,54.3,1.8,1.6,2,2.2,2.3,2.3,10.8,-54.6,-16,115.6,190.8,32.5
02/10/2019 13:40,13.45,12.72,15.59,8.48,55.7,1.5,1.3,1.7,1.8,1.8,1.9,7,-51.4,-15.3,121.5,197.4,34.2
02/10/2019 13:45,13.53,12.74,16.55,8.56,56.8,1.9,1.7,2.2,2.4,2.3,2.5,79.6,-49.4,-15.1,159.3,248.2,47.7
02/10/2019 13:50,13.33,12.71,15.77,8.58,56.3,1.6,1.4,1.8,2.1,2,2.1,2,-38.9,-15.3,109.4,172.1,30.8
02/10/2019 13:55,13.16,12.49,14.87,8.14,54.7,2.6,2.3,2.9,3.2,3.2,3.5,118.2,-53.6,-14.9,151,248.4,47.1
02/10/2019 14:00,14.63,12.72,18.67,8.05,52.4,2.3,1.9,2.6,2.8,3,3.1,498.6,-85.5,-14.9,235.4,402.5,89.6
02/10/2019 14:05,14.38,12.73,18.42,8.09,52.9,2.2,2,2.5,2.8,2.8,3,520.6,-82.8,-14.9,228.2,399.2,89.3
02/10/2019 14:10,13.29,12.67,15.66,8.21,53.5,1.8,1.5,2.1,2.3,2.3,2.5,37.9,-65.6,-15.8,86.1,172.9,31.4
02/10/2019 14:15,12.83,12.38,13.78,8.06,54.5,1.5,1.3,1.7,1.9,2.1,2,3.6,-51.4,-15.3,71.1,130.9,22.5
02/10/2019 14:20,12.79,12.33,13.59,8.2,56,1.5,1.3,1.7,2,2.2,2.2,2.8,-53.1,-15.1,65.6,128.4,21.4
02/10/2019 14:25,12.69,12.27,13.48,8.14,56.5,1.7,1.6,1.9,2.3,2.3,2.5,2.8,-54,-15.1,71.3,136.7,22.9
02/10/2019 14:30,12.6,12.18,13.29,8.01,55.8,1.8,1.6,2,2.2,2.4,2.4,3.4,-69.1,-15.1,57.4,137.2,23.1
02/10/2019 14:35,13.85,12.24,16.47,7.99,55.5,1.5,1.3,1.7,1.9,1.8,2.1,568.2,-89.4,-14,169.2,349.5,84.1
02/10/2019 14:40,14.79,12.68,19.71,8.32,55.1,1.6,1.4,1.8,2.2,2,2.4,772.2,-96,-14.9,214.7,421.1,104.6
02/10/2019 14:45,14.77,12.85,19.37,8.42,54.3,1.6,1.5,1.8,2.1,2.2,2.2,767.6,-93.8,-15.3,224,425.3,104.2
02/10/2019 14:50,15.02,13.08,20.13,8.59,54.8,1.6,1.4,1.8,1.9,1.9,2,760.9,-94.9,-14.9,210,412.4,101.1
02/10/2019 14:55,14.73,13.07,19.67,8.48,52.4,2.2,1.9,2.5,2.7,2.7,2.8,761.5,-98.1,-15.6,197.1,389.6,95.6
02/10/2019 15:00,14.74,13.12,18.94,8.39,51.9,1.9,1.8,2.2,2.4,2.4,2.6,755.5,-99,-15.3,189.1,382.4,94.8
02/10/2019 15:05,13.46,12.9,15.2,8.03,50,2.2,1.9,2.4,2.7,2.9,3,198.5,-101,-16.5,45.2,152,28.5
02/10/2019 15:10,13.5,12.5,14.69,8.05,53.9,2.1,1.8,2.4,2.8,2.6,3,562.8,-99.2,-14.4,103.2,267.4,64.7
02/10/2019 15:15,14.32,12.8,17.36,8.36,54,1.8,1.6,2,2.2,2.1,2.2,725.6,-101,-15.1,135,327.2,85.2
02/10/2019 15:20,14.71,12.9,17.39,8.34,52.5,1.6,1.4,1.9,2,2.1,2.1,723.8,-103,-15.3,126.7,314.6,82.5
02/10/2019 15:25,14.36,12.77,16.85,8.07,51.8,1.5,1.4,1.8,2,2,2.1,722.8,-102.1,-14.7,118.9,304.4,80.2
02/10/2019 15:30,14.84,13.09,17.47,8.59,53.4,1.1,1,1.3,1.6,1.7,1.7,722.2,-102.3,-15.3,111.4,295.7,79.3
02/10/2019 15:35,14.27,12.92,16.14,8.27,51.9,1.7,1.5,1.9,2.2,2.3,2.3,715.3,-102.3,-15.3,105.7,283.3,75.8
02/10/2019 15:40,14.14,12.88,15.5,8.21,51.8,1.7,1.5,1.9,2.2,2.4,2.5,681.4,-103,-15.3,87.6,261.1,70.1
02/10/2019 15:45,14.17,12.88,15.14,8.18,51.5,1.5,1.3,1.8,2,1.9,2.1,657.8,-104.1,-15.1,73.7,243.8,66.4
02/10/2019 15:50,14.34,12.95,15.05,8.22,51,1,1,1.3,1.5,1.7,1.6,630.8,-103.8,-15.3,59.4,227.3,62.6
02/10/2019 15:55,13.89,12.88,14.1,7.98,49.3,1.7,1.5,2,2.2,2.5,2.4,619.7,-103.4,-15.1,54.2,216.6,60.1
02/10/2019 16:00,14.11,12.84,14.02,7.95,49.7,1.4,1.2,1.6,1.8,1.9,1.8,644.5,-102.1,-14.9,57.1,221,62.6
02/10/2019 16:05,13.75,12.83,13.61,8.07,50.9,1.4,1.3,1.6,1.8,2,1.9,538.9,-101.9,-15.6,34.3,182,50.7
02/10/2019 16:10,13.61,12.72,13.29,8.02,51,1.6,1.4,1.8,2.1,2.1,2.2,608.6,-100.6,-14.9,34.1,187.2,54.2
02/10/2019 16:15,13.83,12.82,13.18,8.24,52.2,1.1,0.9,1.3,1.5,1.6,1.6,591.2,-97.9,-15.1,26.8,176.8,51.9
02/10/2019 16:20,13.83,12.92,13.39,8.41,52.9,1.3,1.1,1.6,1.7,1.8,1.8,571,-89.2,-15.1,39,179.5,52.6
02/10/2019 16:25,13.74,12.91,13.39,8.5,53.6,1.2,1.1,1.3,1.5,1.7,1.6,547.8,-87.9,-15.1,33.3,165.2,48.8
02/10/2019 16:30,13.41,12.78,12.64,8.41,53.9,1.2,1.1,1.3,1.4,1.5,1.6,533.7,-96.8,-15.1,5.1,136.9,42.5
02/10/2019 16:35,13.15,12.7,12.21,8.37,53.7,1.5,1.3,1.7,1.9,1.9,2,518.2,-97.3,-15.3,-5.3,122.9,39.4
02/10/2019 16:40,12.93,12.56,11.81,8.21,53.8,1.2,1.1,1.4,1.6,1.5,1.8,504,-98.6,-14.9,-13.6,108.9,36
02/10/2019 16:45,12.72,12.42,11.3,8.07,53.2,1.6,1.4,1.7,2,1.9,2.1,476.2,-98.6,-15.1,-19.8,95.5,31.9
02/10/2019 16:50,12.54,12.34,11.01,8,53.7,1.2,1.1,1.4,1.6,1.7,1.9,457,-97.7,-14.9,-25.2,85,28.7
02/10/2019 16:55,12.43,12.28,10.94,7.88,53.2,1.5,1.4,1.8,2,2.1,2.2,420.7,-96.8,-14.9,-31.2,73.2,25.4
02/10/2019 17:00,12.25,12.19,10.51,7.95,54,0.9,0.8,1.1,1.3,1.4,1.5,373.9,-95.1,-15.1,-37.1,59.8,21.2
02/10/2019 17:05,12.07,12.09,10.11,7.95,54.8,1.3,1.2,1.5,1.6,1.6,1.6,339,-92.9,-15.1,-36.6,49.9,13.9
02/10/2019 17:10,11.9,11.94,9.93,7.93,55.9,0.7,0.6,1,1.2,1.2,1.3,300.6,-88.1,-15.1,-44.6,23.5,3.8
02/10/2019 17:15,11.75,11.81,9.44,7.93,56.7,1,0.9,1.2,1.4,1.3,1.5,219.1,-89.6,-14.9,-55,14.2,2.4
02/10/2019 17:20,11.52,11.67,9.12,7.84,57.3,1.1,1,1.3,1.4,1.3,1.5,13.1,-88.8,-14.9,-58.1,10.6,1.8
02/10/2019 17:25,11.3,11.57,8.62,7.83,57.8,0.6,0.6,0.8,1,1.1,1.1,3.8,-87.7,-14.9,-60.1,5.4,0.9
02/10/2019 17:30,10.98,11.42,8.28,7.78,58.5,0.6,0.5,0.8,1,1.1,1.1,3,-86.6,-14.9,-63,2.4,0.7
02/10/2019 17:35,10.65,11.19,7.03,7.81,59.7,0.1,0.2,0.4,0.5,0.5,0.6,2.8,-85,-15.1,-62.2,-0.6,0.1
02/10/2019 17:40,9.78,10.94,5.49,7.85,60.8,0.1,0.2,0.5,0.6,0.6,0.7,3.2,-82.8,-14.7,-59.6,-3.1,-0.3
02/10/2019 17:45,8.97,10.66,4.64,7.8,62.2,0,0,0.2,0.4,0.4,0.5,3.6,-81.1,-15.1,-59.4,-5.3,-1.2
02/10/2019 17:50,8.61,10.22,4.07,7.58,64.1,0,0.1,0.2,0.3,0.2,0.5,3.8,-78.7,-14.7,-60.1,-6.7,-1.2
02/10/2019 17:55,8.39,9.91,3.49,7.46,66.2,0,0,0,0.2,0.1,0.4,3.4,-76.7,-14.9,-58.3,-7.2,-1.4
02/10/2019 18:00,7.96,9.62,3,7.4,67.1,0,0,0,0.1,0.1,0.3,3,-75,-14.7,-57.6,-7.5,-1.4
02/10/2019 18:05,7.69,9.19,2.76,7.07,68,0,0,0.1,0.3,0.1,0.3,2.6,-73.4,-14.7,-57.3,-6.7,-1.2
02/10/2019 18:10,7.59,8.92,2.84,6.95,70.3,0,0,0,0,0,0,2.2,-72.1,-14.7,-57.6,-6.4,-1
02/10/2019 18:15,7.52,8.7,2.47,6.82,71.5,0,0,0.1,0,0,0,1.8,-70.8,-14.7,-57,-5.6,-0.5
02/10/2019 18:20,6.84,8.33,2.19,6.64,73,0,0,0.3,0.4,0,0.2,1.8,-70.2,-14.7,-56.8,-5.8,-0.5
02/10/2019 18:25,6.73,8.04,2.13,6.51,75.6,0,0,0.2,0.2,0,0.3,1.4,-69.7,-14.7,-57.8,-5.6,-0.1
02/10/2019 18:30,6.71,7.99,2.04,6.58,76.3,0,0,0,0,0,0.1,1.8,-68.6,-14.9,-56.3,-6.1,-0.3
02/10/2019 18:35,6.37,7.89,1.81,6.53,76.2,0,0,0,0.2,0,0.3,1.8,-67.5,-14.7,-53.7,-5.8,-0.5
02/10/2019 18:40,6.43,7.51,1.57,6.22,77.6,0,0,0.1,0.1,0,0.1,1.2,-66.7,-14.4,-56.5,-4.8,0.3
02/10/2019 18:45,6.36,7.27,1.74,6.09,79.5,0,0,0,0.1,0,0,0.9,-66,-14.9,-55,-4.8,0.5
02/10/2019 18:50,6.15,7.15,1.54,6.04,80.2,0,0,0,0,0,0,1.2,-65.1,-14.7,-54.7,-5.3,0.1
02/10/2019 18:55,5.72,7.02,1.28,5.95,81.2,0,0,0,0,0,0,0.9,-64.5,-14.7,-55.7,-4.5,0.3
02/10/2019 19:00,5.9,6.88,1.44,5.9,83,0,0,0.2,0.1,0.1,0.1,0.7,-63.8,-14.4,-56,-3.9,0.7
02/10/2019 19:05,5.78,6.75,1.18,5.86,84.1,0,0,0.2,0.4,0.2,0.2,0.9,-62.7,-14.7,-55.5,-4.2,0.7
02/10/2019 19:10,5.64,6.57,1.45,5.76,84.9,0,0,0.1,0.2,0,0.2,0.9,-61.4,-14.9,-56.3,-4.5,0.7
02/10/2019 19:15,5.57,6.42,1.14,5.63,85.3,0,0,0.2,0.2,0,0.3,0.7,-61,-14.7,-56.8,-4.8,0.7
02/10/2019 19:20,5.36,6.41,1.07,5.65,86.4,0,0,0.1,0.2,0,0.3,0.7,-58.8,-14.9,-56.3,-4.2,1.1
02/10/2019 19:25,5.36,6.28,0.98,5.59,86.6,0,0,0,0.1,0,0.2,0.7,-56.2,-14.9,-55.5,-4.5,0.3
02/10/2019 19:30,5.39,6.09,0.81,5.47,86.4,0,0,0,0,0,0,0.5,-53.6,-14.9,-56.3,-5,0.1
02/10/2019 19:35,5.06,5.98,0.55,5.33,86.4,0,0,0,0,0,0,0.7,-51.4,-14.7,-55,-4.5,0.3
02/10/2019 19:40,5.05,5.92,0.75,5.25,87.3,0,0,0,0,0,0.1,0.3,-48.1,-14.7,-53.9,-3.4,0.7
02/10/2019 19:45,5.29,5.99,0.77,5.27,88.3,0,0,0.2,0.2,0,0.1,0.1,-45.5,-14.4,-57.8,-3.4,2
02/10/2019 19:50,4.86,6,0.64,5.36,89.5,0,0,0.3,0.4,0.2,0.5,-0.1,-42.6,-14.7,-56.5,-3.4,2.2
02/10/2019 19:55,4.91,6.02,0.57,5.42,90.3,0,0,0.2,0.3,0,0.3,-0.3,-39.6,-14.7,-56.3,-3.4,2
02/10/2019 20:00,5,5.91,0.65,5.42,90.7,0,0,0,0.1,0,0.1,0.1,-37.4,-14.7,-56,-4.2,0.9
02/10/2019 20:05,4.96,5.87,0.45,5.37,90.8,0,0,0.1,0.1,0,0.2,0.1,-35.8,-14.7,-55.7,-3.7,1.5
02/10/2019 20:10,4.95,5.79,0.43,5.29,90.9,0,0,0,0,0,0,0.1,-34.1,-14.9,-57.3,-3.7,0.9
02/10/2019 20:15,4.89,5.72,0.31,5.21,91,0,0.1,0.2,0.1,0,0.1,-0.1,-32.8,-14.7,-56.5,-3.9,0.7
02/10/2019 20:20,4.84,5.6,0.29,5.19,91.4,0,0,0,0,0,0.1,0.1,-31,-14.7,-55,-4.2,0.9
02/10/2019 20:25,4.6,5.54,-0.13,5.1,91.5,0,0,0.3,0.4,0.3,0.4,0.1,-30.2,-14.7,-55.5,-3.9,1.5
02/10/2019 20:30,4.64,5.46,0.22,5.04,91.8,0,0,0.1,0.2,0,0.4,-0.1,-29.1,-14.7,-56.3,-3.9,1.5
02/10/2019 20:35,4.56,5.24,0.54,4.9,91.8,0,0,0,0,0,0.2,0.1,-28,-14.7,-53.7,-4.8,0.7
02/10/2019 20:40,4.59,5.15,0.08,4.77,91.6,0,0,0,0,0,0,-0.1,-27.1,-14.7,-56.3,-4.2,0.7
02/10/2019 20:45,4.48,5.4,-0.09,4.87,92,0,0,0,0,0,0,-0.1,-26,-14.7,-55.5,-3.1,1.8
02/10/2019 20:50,4.47,5.33,-0.43,4.9,92.3,0,0,0,0,0,0,-0.1,-25.4,-14.7,-56,-3.4,1.5
02/10/2019 20:55,4.45,5.32,-0.4,4.9,92.7,0,0,0,0,0,0,-0.3,-24.5,-14.4,-56.3,-3.4,1.5
02/10/2019 21:00,4.15,5.34,-0.44,4.93,93,0,0,0,0,0,0,-0.1,-24,-14.4,-56.8,-3.4,2.4
02/10/2019 21:05,4.02,5.21,-0.46,4.89,93.3,0,0,0,0,0,0,0.1,-23.2,-14.7,-55.5,-3.9,2
02/10/2019 21:10,4.15,5.01,-0.34,4.7,93.1,0,0,0,0,0,0,-0.3,-22.3,-14.4,-55.2,-3.7,0.7
02/10/2019 21:15,4.27,5.25,-0.02,4.82,93.5,0,0.2,0.5,0.4,0.2,0.2,-1.1,-22.1,-14.4,-57,-2.6,2.2
02/10/2019 21:20,3.74,5.27,-0.06,4.91,94,0,0,0.3,0.4,0.2,0.4,-0.5,-21.4,-14.4,-58.1,-3.4,2.6
02/10/2019 21:25,3.71,5.21,0.04,4.89,94.2,0,0.1,0.2,0.2,0,0.4,-0.5,-21,-14.4,-56,-3.7,1.8
02/10/2019 21:30,4.06,5.01,-0.09,4.72,94.2,0.1,0,0.4,0.4,0.2,0.4,-0.5,-20.3,-14.4,-54.4,-4.8,0.5
02/10/2019 21:35,4.15,4.99,-0.2,4.67,94.3,0,0.2,0.3,0.2,0.2,0.2,-0.7,-19.9,-14.2,-55.5,-3.9,0.3
02/10/2019 21:40,3.47,4.97,0.29,4.67,94.4,0,0,0.3,0.4,0.2,0.4,-0.1,-19.7,-14.2,-57.3,-4.2,1.3
02/10/2019 21:45,3.46,4.85,-0.37,4.6,94.5,0,0,0.1,0.2,0,0.1,0.3,-19.2,-14.4,-56.3,-5,0.5
02/10/2019 21:50,3.39,4.79,-0.43,4.52,94.5,0,0,0.2,0.4,0.3,0.3,-0.1,-18.8,-14.4,-52.9,-4.2,0.3
02/10/2019 21:55,3.19,4.94,-0.7,4.6,94.6,0,0,0.2,0.4,0.3,0.4,0.3,-18.6,-14.2,-54.2,-3.7,1.8
02/10/2019 22:00,3.4,4.67,-0.91,4.44,94.5,0,0,0,0,0,0.2,0.1,-17.9,-14.4,-53.9,-4.8,0.3
02/10/2019 22:05,3.51,4.64,-0.56,4.37,94.6,0,0,0.2,0,0,0,-0.5,-17.7,-14.4,-54.4,-3.9,1.1
02/10/2019 22:10,3.53,4.42,-0.56,4.23,94.6,0,0,0,0.1,0,0.1,-0.5,-17.3,-14.4,-52.4,-4.2,0.3
02/10/2019 22:15,3.03,4.57,-0.49,4.26,94.6,0,0,0.4,0.4,0,0.4,-0.5,-17.3,-14.2,-55.2,-3.4,1.5
02/10/2019 22:20,2.85,4.43,-0.72,4.21,94.8,0,0,0.3,0.4,0,0.4,-0.9,-17.3,-14.2,-55,-3.9,2
02/10/2019 22:25,3.06,4.28,-0.69,4.1,94.9,0,0,0,0.3,0.2,0.5,-0.1,-16.6,-14.4,-54.4,-4.8,0.5
02/10/2019 22:30,2.93,3.99,-0.88,3.86,94.7,0,0,0,0.1,0,0.2,0.3,-16.4,-14.4,-51.3,-5.3,0.1
02/10/2019 22:35,2.84,3.87,-0.86,3.69,94.6,0,0,0,0.2,0,0.5,0.1,-16,-14.2,-54.2,-4.8,0.7
02/10/2019 22:40,3.33,4.07,-1.14,3.75,94.7,0,0,0.1,0.4,0.2,0.6,-0.3,-16,-14,-54.7,-3.4,2.6
02/10/2019 22:45,3.11,4.05,-0.66,3.82,95,0,0,0,0.3,0.2,0.5,-0.9,-15.5,-14.4,-53.2,-3.7,2
02/10/2019 22:50,3.06,4.09,-0.74,3.83,95.1,0,0,0,0.3,0,0.3,-0.9,-15.3,-14,-52.4,-3.1,1.8
02/10/2019 22:55,3.18,4.29,-1.04,3.96,95.3,0,0,0.1,0.3,0.1,0.5,-0.7,-15.3,-14.2,-53.4,-3.1,2.6
02/10/2019 23:00,3.16,4.28,-0.84,4.05,95.5,0,0,0.1,0.3,0.1,0.5,-0.9,-15.1,-14,-52.4,-2.8,2
02/10/2019 23:05,3.34,4.44,-0.38,4.17,95.8,0,0,0,0.3,0.1,0.5,-1.1,-15.1,-14.2,-53.7,-2.8,2
02/10/2019 23:10,3.37,4.31,-0.25,4.16,95.8,0,0,0,0.4,0.2,0.5,-1.3,-14.9,-14.2,-49.3,-3.9,0.9
02/10/2019 23:15,3.06,4.21,-0.89,4.1,95.9,0,0,0,0.4,0.1,0.4,-0.3,-14.4,-14.2,-51.9,-5,0.7
02/10/2019 23:20,3.09,4.1,-0.82,3.96,95.8,0,0,0,0.4,0.1,0.5,-0.7,-14.2,-14,-49.3,-4.2,0.7
02/10/2019 23:25,2.95,4.05,-0.83,3.88,95.8,0,0,0.3,0.6,0.4,0.7,-1.5,-14.2,-13.7,-52.4,-3.9,1.1
02/10/2019 23:30,2.52,4.08,-0.57,3.93,95.9,0,0,0.2,0.2,0,0.3,-0.5,-14,-14.2,-55.2,-4.8,0.9
02/10/2019 23:35,2.99,3.77,-0.54,3.7,95.9,0,0,0,0,0,0.1,0.3,-13.8,-14,-51.9,-3.9,0.5
02/10/2019 23:40,3.04,3.95,-1.02,3.64,95.9,0,0,0,0,0,0,-0.3,-13.6,-14,-52.1,-2.8,1.8
02/10/2019 23:45,2.86,3.96,-1.27,3.73,95.9,0,0,0,0,0,0,-0.1,-13.6,-13.7,-53.7,-2.8,1.1
02/10/2019 23:50,2.7,3.92,-1.2,3.79,96,0,0,0,0.2,0,0.3,0.1,-13.3,-14,-53.2,-3.4,1.1
02/10/2019 23:55,2.48,3.75,-1.17,3.62,96,0,0,0,0.2,0,0.3,0.3,-13.1,-14,-53.4,-4.2,1.1
03/10/2019 00:00,2.6,3.73,-1.37,3.54,95.9,0,0,0,0,0,0,0.1,-13.1,-13.7,-53.9,-3.1,1.5
03/10/2019 00:05,2.71,3.68,-1.11,3.57,96,0,0,0,0.2,0,0.3,-0.7,-12.9,-14,-51.9,-3.4,1.1
03/10/2019 00:10,2.5,3.57,-1.31,3.46,96,0,0,0,0.1,0,0.1,-0.7,-12.7,-13.7,-51.9,-3.7,1.3
03/10/2019 00:15,2.69,3.72,-0.91,3.5,96,0.2,0.2,0.4,0.3,0,0.3,-0.7,-12.9,-13.7,-53.4,-2.6,1.5
03/10/2019 00:20,2.52,3.65,-0.54,3.51,96.1,0.1,0.1,0.2,0.3,0.2,0.3,-0.7,-12.7,-13.7,-52.6,-3.4,1.3
03/10/2019 00:25,2.67,3.48,-0.64,3.37,96.1,0,0,0,0.2,0.1,0.2,-0.7,-12.7,-13.7,-50,-4.2,1.1
03/10/2019 00:30,2.44,3.41,-0.99,3.27,96.2,0,0,0,0.3,0.1,0.4,-0.5,-12.2,-13.5,-53.7,-3.9,1.1
03/10/2019 00:35,2.55,3.41,-1.32,3.25,96.2,0,0,0,0.1,0,0.3,-0.7,-12.2,-13.5,-52.4,-3.9,1.3
03/10/2019 00:40,2.37,3.27,-1.45,3.15,96.2,0,0,0,0.2,0,0.3,-0.1,-12,-13.5,-53.9,-3.9,1.5
03/10/2019 00:45,2.53,3.71,-1.12,3.38,96.3,0,0,0.2,0.5,0.2,0.6,-0.3,-12.2,-13.3,-53.2,-2.6,2.6
03/10/2019 00:50,2.75,3.89,-0.9,3.68,96.5,0,0,0.2,0.5,0.3,0.7,-0.9,-12.2,-13.5,-53.4,-2.6,2.8
03/10/2019 00:55,2.75,3.69,-0.97,3.58,96.6,0,0,0.1,0.3,0.2,0.5,-1.3,-12,-13.3,-50.3,-3.7,1.5
03/10/2019 01:00,2.48,3.7,-1.24,3.55,96.6,0,0,0,0.3,0.1,0.5,-1.5,-12,-13.3,-51.9,-3.7,1.5
03/10/2019 01:05,2.69,3.75,-1.03,3.57,96.7,0,0,0.2,0.5,0.2,0.6,-0.7,-12,-13.3,-52.9,-3.4,2
03/10/2019 01:10,3.17,3.79,-0.65,3.62,96.7,0.1,0.1,0.1,0.4,0.2,0.5,-1.3,-11.8,-13.1,-54.4,-3.7,1.5
03/10/2019 01:15,2.99,4.04,-0.92,3.8,96.8,0,0,0.1,0.4,0.2,0.5,-0.9,-11.8,-12.8,-52.1,-3.7,2
03/10/2019 01:20,2.58,3.93,-1.05,3.79,96.9,0,0,0,0.3,0.1,0.5,-0.5,-11.4,-13.1,-51.3,-4.2,1.1
03/10/2019 01:25,2.66,3.67,-0.98,3.62,96.9,0,0,0,0.2,0.1,0.4,-0.3,-11.1,-13.1,-49,-4.5,0.5
03/10/2019 01:30,2.68,3.51,-1.08,3.43,96.8,0,0,0,0,0,0.1,-0.9,-10.9,-13.1,-46.9,-4.2,0.3
03/10/2019 01:35,2.59,3.53,-1.24,3.42,96.8,0,0,0,0,0,0.1,-1.5,-10.9,-13.1,-49,-3.9,1.1
03/10/2019 01:40,2.11,3.56,-1.44,3.46,96.8,0,0,0,0,0,0,-0.9,-10.9,-13.3,-49.8,-4.2,1.1
03/10/2019 01:45,1.84,3.36,-1.48,3.3,96.8,0,0,0,0,0,0,0.3,-10.7,-13.3,-48.8,-4.5,0.3
03/10/2019 01:50,2.24,3.44,-1.23,3.2,96.8,0,0,0,0,0,0,-0.1,-10.9,-13.1,-50.6,-2.8,1.5
03/10/2019 01:55,2.05,3.55,-1.25,3.3,96.8,0,0,0,0,0,0,-0.3,-10.7,-13.1,-48.8,-2.6,1.5
03/10/2019 02:00,2,3.3,-1.49,3.22,96.9,0,0,0,0,0,0,0.1,-10.5,-13.3,-51.3,-4.2,0.7
03/10/2019 02:05,2.18,3.09,-1.71,3.01,96.8,0,0,0,0,0,0,-0.1,-10.3,-13.3,-50.3,-4.8,0.3
03/10/2019 02:10,2.07,2.9,-1.69,2.82,96.8,0,0,0,0,0,0,-0.1,-10.3,-13.3,-49.3,-4.2,0.5
03/10/2019 02:15,1.63,2.8,-1.81,2.71,96.8,0,0,0,0,0,0,0.1,-10.1,-13.3,-49.5,-3.9,0.5
