TimeStamp,T0.56,Td,Tgrass,Tw,RH,U0.56,U1.12,U2.24,U4.48,U5,U6.4,Sb,Ldw(uc),Luw(uc),Rn,Sdw,Suw
timestamp,degC,degC,degC,degC,%,m/s,m/s,m/s,m/s,m/s,m/s,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2,W/m^2
03/10/2019 02:20,1.89,2.63,-1.84,2.52,96.7,0,0,0,0,0,0,-0.1,-10.1,-13.3,-51.1,-3.7,1.1
03/10/2019 02:25,1.84,2.75,-1.92,2.6,96.6,0,0,0,0,0,0.1,-0.1,-9.8,-13.3,-48.5,-3.1,1.3
03/10/2019 02:30,1.61,2.62,-1.77,2.49,96.6,0,0,0,0,0,0.1,-0.5,-9.8,-13.3,-48.8,-3.1,0.9
03/10/2019 02:35,1.72,2.65,-1.96,2.5,96.7,0,0,0,0.2,0,0.3,-0.5,-9.8,-13.3,-49.3,-3.1,1.8
03/10/2019 02:40,1.73,2.62,-2.07,2.47,96.7,0,0,0,0.1,0,0.3,-0.5,-9.6,-13.1,-52.9,-3.4,1.8
03/10/2019 02:45,1.55,2.81,-1.7,2.62,96.7,0,0,0,0,0,0,-0.9,-9.6,-13.1,-49,-2.3,1.8
03/10/2019 02:50,1.36,2.64,-1.92,2.54,96.7,0,0,0,0.2,0,0.2,-0.3,-9.4,-13.1,-48.2,-3.1,1.8
03/10/2019 02:55,1.39,2.64,-1.76,2.49,96.7,0,0,0,0.2,0,0.2,-0.1,-9.4,-13.1,-47.2,-3.1,1.5
03/10/2019 03:00,1.23,2.46,-1.75,2.38,96.7,0,0,0,0.1,0,0.1,-0.1,-9.2,-13.1,-46.9,-3.9,0.9
03/10/2019 03:05,1.06,2.46,-1.87,2.32,96.7,0,0,0,0,0,0.1,-0.1,-9.2,-13.1,-47.2,-3.4,1.8
03/10/2019 03:10,0.96,2.44,-1.85,2.32,96.7,0,0,0,0,0,0.1,-0.1,-9.2,-13.3,-46.9,-3.4,1.8
03/10/2019 03:15,0.9,2.23,-1.9,2.19,96.7,0,0,0,0,0,0,-0.1,-9.2,-13.5,-45.6,-4.8,0.3
03/10/2019 03:20,1.1,2.15,-2.11,2.05,96.7,0,0,0,0,0,0,-0.3,-9.2,-13.1,-48.2,-3.7,1.1
03/10/2019 03:25,0.99,2.17,-2.16,2.05,96.7,0,0,0,0,0,0,-0.3,-9.2,-13.5,-49,-3.7,1.5
03/10/2019 03:30,1.12,2.13,-2.1,2.05,96.7,0,0,0,0,0,0.2,-0.5,-9,-13.5,-46.9,-3.7,0.9
03/10/2019 03:35,1.17,1.92,-1.88,1.85,96.6,0,0,0,0,0,0,-0.7,-8.7,-13.3,-43.6,-3.7,0.5
03/10/2019 03:40,1.29,1.94,-2.02,1.83,96.6,0,0,0,0,0,0,-1.1,-8.5,-13.3,-40.5,-2.8,0.5
03/10/2019 03:45,1.22,1.87,-2.11,1.75,96.6,0,0,0,0,0,0,-0.7,-8.3,-13.3,-44.4,-2.8,1.8
03/10/2019 03:50,1.17,2.01,-1.89,1.81,96.6,0,0,0,0.1,0,0,-0.7,-8.3,-13.3,-43.3,-2.8,2
03/10/2019 03:55,1.05,2.23,-1.77,2,96.7,0,0,0,0.3,0,0.2,-0.7,-8.3,-13.1,-42,-2.6,2.2
03/10/2019 04:00,0.97,2.27,-1.6,2.11,96.8,0,0,0,0.3,0.1,0.5,-0.5,-8.1,-13.1,-41.5,-2.8,1.3
03/10/2019 04:05,1.32,1.98,-1.29,1.95,96.8,0,0,0,0,0,0.1,-0.9,-7.9,-13.1,-39.4,-3.4,0.5
03/10/2019 04:10,1.4,1.99,-1.34,1.86,96.8,0,0,0,0,0,0,-1.3,-7.9,-12.8,-38.7,-3.1,0.3
03/10/2019 04:15,1.57,2.17,-1.46,1.99,96.9,0,0,0,0,0,0,-1.3,-7.9,-12.8,-40.7,-2.6,0.9
03/10/2019 04:20,1.23,2.26,-1.56,2.14,97,0,0,0,0,0,0,-0.7,-7.9,-13.1,-39.7,-2.8,1.1
03/10/2019 04:25,1.28,2.02,-1.55,1.96,97,0,0,0,0,0,0,-0.9,-7.7,-12.8,-38.4,-3.7,0.3
03/10/2019 04:30,1.25,1.85,-1.59,1.8,96.9,0,0,0,0,0,0,-0.7,-7.9,-12.8,-39.7,-3.4,0.5
03/10/2019 04:35,1.39,1.85,-1.5,1.74,96.9,0,0,0,0,0,0,-1.1,-7.9,-12.8,-41,-2.8,0.9
03/10/2019 04:40,1.63,2.02,-1.54,1.84,97,0,0,0,0.1,0,0.1,-0.9,-7.9,-12.6,-42.8,-2.8,0.9
03/10/2019 04:45,1.38,2.31,-1.58,2.06,97.1,0,0,0.1,0.4,0.1,0.4,-0.9,-8.1,-12.6,-42,-2.6,1.5
03/10/2019 04:50,0.97,2.13,-1.72,2.04,97.1,0,0,0,0.2,0,0.2,-0.5,-8.1,-12.6,-42,-3.7,0.9
03/10/2019 04:55,0.99,1.92,-1.79,1.87,97.1,0,0,0,0,0,0.1,-0.3,-8.1,-12.6,-40.5,-3.7,0.3
03/10/2019 05:00,1.36,1.95,-1.71,1.83,97.1,0,0,0,0.2,0,0.3,-0.7,-7.9,-12.8,-42.3,-3.1,0.5
03/10/2019 05:05,1.25,2.19,-1.7,1.92,97.2,0,0,0,0.3,0,0.4,-0.7,-8.1,-12.8,-43.8,-3.1,1.8
03/10/2019 05:10,1.06,1.99,-1.85,1.88,97.2,0,0,0,0,0,0.1,-0.5,-8.1,-12.6,-44.1,-3.7,1.5
03/10/2019 05:15,0.97,2.01,-1.86,1.88,97.2,0,0,0,0,0,0,-0.5,-7.9,-12.8,-43.1,-3.1,1.5
03/10/2019 05:20,1.1,1.98,-1.81,1.85,97.2,0,0,0,0,0,0,-0.5,-7.7,-12.6,-41.5,-3.1,1.3
03/10/2019 05:25,0.78,2.01,-1.7,1.84,97.2,0,0,0,0,0,0,-0.5,-7.9,-12.6,-41.8,-2.8,1.8
03/10/2019 05:30,1.01,2.12,-1.76,1.95,97.3,0,0,0,0.3,0,0.2,-0.5,-7.9,-12.4,-41.5,-2.8,1.5
03/10/2019 05:35,0.86,1.97,-1.58,1.95,97.3,0,0,0,0.1,0,0,-0.5,-7.7,-12.6,-38.9,-3.4,0.7
03/10/2019 05:40,1.09,1.83,-1.6,1.75,97.3,0,0,0,0.2,0,0.4,-0.5,-7.7,-12.6,-39.7,-3.7,0.3
03/10/2019 05:45,1.49,2.09,-1.61,1.89,97.3,0,0,0.3,0.5,0.3,0.5,-1.3,-7.9,-12.4,-40,-2.6,0.7
03/10/2019 05:50,1.48,2.24,-1.1,2.06,97.4,0,0,0.1,0.4,0.1,0.5,-1.9,-7.7,-12.6,-39.4,-1.7,0.9
03/10/2019 05:55,1.43,2.17,-1.15,2.05,97.4,0,0,0,0.1,0.1,0.3,-1.5,-7.2,-12.4,-36.6,-0.1,1.3
03/10/2019 06:00,1.54,2.17,-1.13,2.05,97.4,0,0,0,0,0,0,-1.1,-7,-11.9,-32.5,3.5,2.6
03/10/2019 06:05,1.46,2.04,-0.72,1.97,97.4,0,0,0,0.1,0,0.1,-1.1,-6.3,-11.9,-22.1,7.6,3.2
03/10/2019 06:10,1.62,2.09,-0.36,1.94,97.4,0,0,0,0,0,0.1,-1.7,-5.5,-11.5,-14.6,12,4.7
03/10/2019 06:15,1.68,2.15,-0.02,2,97.4,0,0,0,0.2,0,0.1,-2.1,-4.6,-11.5,-7.6,9.8,3.8
03/10/2019 06:20,1.69,2.09,0.12,2,97.5,0,0,0,0,0,0,-1.9,-3.9,-11.5,-4.8,6.8,1.5
03/10/2019 06:25,1.95,2.14,0.16,2.04,97.5,0,0,0,0,0,0,-2.1,-4.2,-11.3,-7.3,7.1,1.5
03/10/2019 06:30,2.08,2.3,0.17,2.18,97.5,0,0,0,0,0,0,-1.9,-4.6,-10.8,-8.4,7.9,1.5
03/10/2019 06:35,2.11,2.36,0.18,2.23,97.5,0,0,0,0,0,0.1,-1.9,-4.8,-11,-6.3,10.6,1.8
03/10/2019 06:40,2.39,2.36,0.23,2.28,97.5,0,0,0,0,0,0.1,-2.1,-4.4,-11.3,-1.4,15.3,2.8
03/10/2019 06:45,2.35,2.52,0.48,2.33,97.6,0,0,0,0,0,0,-2.1,-4.2,-10.8,3,19.4,3.8
03/10/2019 06:50,2.48,2.62,1.14,2.45,97.6,0,0,0,0,0,0,-2.3,-3.9,-10.1,9.7,25.2,4.9
03/10/2019 06:55,2.78,2.65,2.14,2.53,97.6,0,0,0,0,0,0.1,-2.5,-3.7,-9,18.8,34.5,6.1
03/10/2019 07:00,3.35,3.03,3.35,2.77,97.7,0,0,0,0.3,0,0.4,-3.1,-3.5,-7.6,26.6,45.8,8.7
03/10/2019 07:05,3.85,3.49,4.35,3.21,97.7,0,0,0.1,0.4,0.1,0.5,-3.9,-3.7,-5.8,33,61.2,12
03/10/2019 07:10,3.88,3.69,5.22,3.51,97.8,0.2,0.4,0.4,0.7,0.6,0.8,-3.5,-4.2,-4.2,40.3,74.1,14.1
03/10/2019 07:15,3.8,3.73,5.31,3.58,97.8,0.6,0.4,0.7,0.9,0.9,0.9,-1.3,-4.2,-2.9,37.7,72.7,13.3
03/10/2019 07:20,3.82,3.81,5.19,3.67,97.9,0.5,0.4,0.5,0.8,0.8,0.9,1.8,-3.9,-2.2,32,63.3,11.4
03/10/2019 07:25,3.97,3.91,5.2,3.77,97.9,0.2,0.2,0.4,0.7,0.7,0.7,6.8,-3.7,-1.3,27.1,54,9.7
03/10/2019 07:30,4,4.02,5.12,3.88,97.9,0.4,0.3,0.6,0.7,0.6,0.7,2.2,-3.5,-0.8,20.1,42.2,7
03/10/2019 07:35,4.13,4.11,5.22,3.97,97.9,0.1,0.2,0.3,0.5,0.5,0.6,-1.3,-3.5,-0.8,20.1,41.7,6.6
03/10/2019 07:40,4.29,4.2,5.46,4.05,97.9,0,0.1,0.1,0.4,0.4,0.5,-1.7,-3.5,-1,26.6,48.8,7.8
03/10/2019 07:45,4.31,4.26,5.56,4.12,97.8,0.2,0.2,0.3,0.5,0.5,0.6,-1.5,-3.5,-1.5,28.9,52.9,8.2
03/10/2019 07:50,4.55,4.39,6.01,4.23,97.9,0.1,0.1,0.2,0.3,0.2,0.4,-1.9,-3.5,-1.5,33.5,60.3,9.7
03/10/2019 07:55,4.71,4.48,6.22,4.33,97.8,0.2,0.2,0.2,0.5,0.4,0.6,-2.3,-3.5,-1.5,37.9,67.7,11
03/10/2019 08:00,4.89,4.59,6.36,4.44,97.8,0.1,0.1,0.2,0.2,0.2,0.4,-2.3,-3.5,-1.3,44.4,74.6,12
03/10/2019 08:05,5.06,4.74,6.83,4.56,97.8,0.1,0.1,0.3,0.5,0.4,0.5,-1.9,-3.5,-1.5,49.6,80.1,13
03/10/2019 08:10,5.16,4.81,7,4.65,97.8,0.3,0.2,0.4,0.6,0.6,0.7,-1.7,-3.5,-1.5,53.2,86.4,14.1
03/10/2019 08:15,5.13,4.93,7.11,4.77,97.8,0.5,0.3,0.6,0.9,0.9,1,-1.3,-3.5,-1.5,57.1,91.9,14.9
03/10/2019 08:20,5.22,4.97,6.85,4.81,97.7,0.4,0.2,0.6,0.8,0.8,0.8,-1.1,-3.7,-2,54.8,89.7,14.5
03/10/2019 08:25,5.35,5.08,7.13,4.9,97.6,0.5,0.3,0.7,0.8,0.9,0.8,-1.5,-3.7,-2.6,51.9,84.5,13.7
03/10/2019 08:30,5.4,5.14,6.8,4.96,97.6,0.5,0.4,0.6,0.7,0.9,0.8,-1.1,-3.7,-3.1,48.3,80.1,12.6
03/10/2019 08:35,5.55,5.25,6.9,5.07,97.5,0.4,0.4,0.6,0.8,0.9,1,-1.5,-3.7,-3.8,49.1,81.2,13
03/10/2019 08:40,5.65,5.39,7.36,5.17,97.4,0.3,0.3,0.5,0.7,0.7,0.7,-1.9,-3.9,-4.2,51.4,84.2,13.5
03/10/2019 08:45,5.71,5.48,7.3,5.29,97.3,0.4,0.3,0.7,0.9,0.9,1,-1.5,-3.7,-4.4,49.1,79.6,12.4
03/10/2019 08:50,5.74,5.51,7.24,5.32,97.2,0.5,0.3,0.7,0.8,0.8,0.9,-1.3,-3.1,-4.9,48.8,73,11
03/10/2019 08:55,5.82,5.55,7.25,5.33,97,0.3,0.3,0.4,0.6,0.5,0.7,-1.5,-2.4,-5.8,45.7,63.9,9.1
03/10/2019 09:00,5.86,5.67,7.61,5.45,96.8,0.4,0.3,0.5,0.7,0.7,0.7,-1.7,-2.4,-6,47.8,66.6,9.7
03/10/2019 09:05,6.08,5.81,7.75,5.56,96.6,0.4,0.3,0.5,0.6,0.6,0.7,-2.1,-2.6,-6,47.8,68.6,10.3
03/10/2019 09:10,6.24,5.92,8.19,5.66,96.3,0.5,0.3,0.7,0.8,0.8,0.9,-2.5,-2.8,-6,59.2,84.8,12.8
03/10/2019 09:15,6.29,5.98,8.32,5.72,96.2,0.3,0.2,0.5,0.7,0.7,0.8,-2.1,-2.8,-5.6,66.2,93.3,14.3
03/10/2019 09:20,6.51,6,8.61,5.74,96,0.3,0.3,0.5,0.7,0.8,0.8,-2.3,-2.8,-5.6,72.4,100.4,15.6
03/10/2019 09:25,6.78,6.1,8.78,5.83,95.8,0.3,0.3,0.5,0.7,0.8,0.7,-2.7,-3.5,-5.8,95.9,137.2,22
03/10/2019 09:30,6.61,6.26,9.17,5.94,95.6,0.6,0.5,0.7,0.9,0.9,0.9,-2.7,-3.3,-6.3,92,129.8,20.8
03/10/2019 09:35,6.61,6.28,8.59,5.97,95.3,0.8,0.5,0.9,1.1,1.1,1.3,-1.7,-2.8,-7.4,73.1,102.3,16
03/10/2019 09:40,6.74,6.39,8.59,6.01,94.8,0.5,0.4,0.7,1,1.1,1.2,-0.9,-3.3,-8.3,72.6,106.5,17
03/10/2019 09:45,6.95,6.52,9.15,6.15,94.4,0.5,0.4,0.8,1,1,1.1,-1.9,-3.7,-8.3,84.8,124,20.4
03/10/2019 09:50,7.16,6.66,9.53,6.25,94.2,0.7,0.4,0.9,1.2,1.3,1.3,-1.7,-4.4,-8.3,107.6,158.9,26.6
03/10/2019 09:55,7.38,6.76,10.17,6.34,93.9,0.6,0.5,0.8,1,1,1.1,-2.1,-4.2,-8.8,115.3,168.5,28.3
03/10/2019 10:00,7.77,6.95,10.77,6.5,93.8,0.4,0.3,0.6,0.9,0.9,1.1,-2.9,-4.6,-9,114.8,166,27.9
03/10/2019 10:05,7.67,7.09,10.32,6.6,93.4,0.6,0.3,0.8,1,1.2,1.1,-1.9,-5,-9.4,91.5,136.4,22.5
03/10/2019 10:10,7.54,7.2,9.71,6.7,93,0.7,0.6,0.9,1.2,1.3,1.4,-0.7,-5.2,-9.9,72.1,110.9,17.6
03/10/2019 10:15,7.5,7.22,9.09,6.63,92.3,0.4,0.3,0.7,0.9,0.9,0.9,-0.1,-4.8,-10.3,56.6,86.1,13.3
03/10/2019 10:20,7.83,7.39,9.74,6.76,92.4,0.2,0.1,0.3,0.5,0.5,0.5,-1.1,-5.2,-10.3,60.7,94.4,15.1
03/10/2019 10:25,8.13,7.53,10.43,6.87,92.2,0.7,0.5,1,1.3,1.4,1.4,-1.1,-6.6,-10.6,97.2,150.1,25.6
03/10/2019 10:30,8.81,7.82,11.47,7.08,91.9,0.7,0.6,0.9,1,1,1,-2.5,-7.9,-10.8,129,197.4,34.4
03/10/2019 10:35,9.48,8.12,13.46,7.39,92,0.4,0.4,0.6,0.8,0.9,0.9,-4.7,-8.7,-10.3,157,231.7,40.8
03/10/2019 10:40,9.93,8.35,14.12,7.54,91.3,0.5,0.5,0.8,0.9,1,1,-2.5,-10.5,-10.3,171.7,255.3,45
03/10/2019 10:45,10.1,8.62,14.36,7.74,90.4,0.6,0.7,1,1,1,1,-1.7,-12,-10.6,157.2,243.5,42.5
03/10/2019 10:50,10.21,8.67,14.71,7.68,88.4,0.5,0.8,0.9,1.1,1.2,1.3,-2.1,-12.5,-11,175.4,264.6,45.9
03/10/2019 10:55,10.53,8.96,15.03,7.72,86.6,0.5,0.7,0.9,1.1,1.2,1.3,-2.5,-13.3,-11.3,183.9,265.7,46.1
03/10/2019 11:00,10.5,9.26,14.23,8,86.3,0.7,0.8,0.9,1.2,1.3,1.4,-1.7,-11.8,-11.7,137.6,192.1,32.9
03/10/2019 11:05,10.29,9.34,12.97,8.03,85.1,0.5,0.6,0.9,1.2,1.2,1.3,-0.1,-12.2,-14.2,102.6,144.6,24.3
03/10/2019 11:10,10.44,9.44,13.28,8.1,84.8,0.4,0.4,0.6,0.7,0.8,1,-0.5,-12.9,-12.4,102.4,146.3,24.1
03/10/2019 11:15,10.32,9.51,12.81,8.21,84.9,0.4,0.6,0.8,1,1.1,1.1,0.3,-13.1,-12.6,86.6,127.1,20.4
03/10/2019 11:20,10.53,9.69,12.96,8.39,85.4,0.6,0.5,0.8,1,1.1,1.2,-0.7,-14.6,-12.6,91.8,136.4,22.5
03/10/2019 11:25,10.57,9.87,12.81,8.62,85.8,0.5,0.4,0.8,1,1.1,1.1,-1.1,-15.7,-12.8,80.1,125.1,20.2
03/10/2019 11:30,10.72,9.89,12.8,8.62,85.1,0.3,0.3,0.5,0.6,0.6,0.7,-1.3,-17.7,-12.8,82.7,125.7,19.7
03/10/2019 11:35,10.92,10.12,13.23,8.85,85.6,0.4,0.3,0.7,0.8,0.8,0.9,-1.7,-21.2,-12.8,81.7,127.1,20.6
03/10/2019 11:40,11.2,10.31,13.33,8.98,85.1,0.6,0.4,0.7,0.8,0.8,0.8,-2.3,-23.2,-11.9,87.6,133.9,22
03/10/2019 11:45,11.58,10.5,13.81,9.11,84.3,0.4,0.3,0.6,0.8,0.9,0.9,-2.7,-26.7,-13.5,104.5,157.5,26.4
03/10/2019 11:50,12.21,10.74,14.87,9.21,83.1,0.3,0.4,0.5,0.8,0.8,0.9,-2.3,-26.7,-13.1,138.9,199.3,34.8
03/10/2019 11:55,13.16,11.09,17.77,9.31,81,0.6,0.8,0.7,0.9,1.1,1.1,38.5,-31.5,-12.8,250.9,345.1,64.5
03/10/2019 12:00,14.06,11.54,19.33,9.54,79.5,0.4,0.5,0.7,1.1,1,1.2,-0.3,-36.9,-12.6,286.1,396.2,72.6
03/10/2019 12:05,14.38,12.09,20.57,9.9,78,0.5,0.5,0.8,1.1,1.1,1.2,-2.3,-42.4,-12.8,290.8,403.8,74.1
03/10/2019 12:10,14.64,12.37,20.67,10,75.3,0.3,0.4,0.4,0.6,0.7,0.7,-3.9,-39.6,-13.7,242.4,331.6,58.6
03/10/2019 12:15,13.94,12.58,18.17,9.95,73.2,1,0.9,1.1,1.5,1.5,1.8,-0.5,-37.6,-13.5,212.1,279.5,46.5
03/10/2019 12:20,13.56,12.68,16.4,9.73,69.5,1.4,1.3,1.7,2.2,2.2,2.4,2.2,-34.5,-14,158.5,207.5,30.8
03/10/2019 12:25,13.13,12.61,14.82,9.67,69.3,1.2,1,1.4,1.7,1.8,1.9,3.4,-28,-14.4,88.4,117.7,14.3
03/10/2019 12:30,12.91,12.49,14.1,9.7,70.4,1.1,1,1.4,1.7,1.9,1.7,3.2,-26.9,-14.7,76.2,105.1,12.4
03/10/2019 12:35,12.65,12.32,13.53,9.56,70.5,1.6,1.3,2,2.3,2.6,2.5,3.6,-25.6,-14.7,76,100.4,11.8
03/10/2019 12:40,12.82,12.37,13.79,9.59,70.6,1.4,1.2,1.6,1.8,1.9,2,0.9,-25.4,-14.2,90.5,122.9,17.4
03/10/2019 12:45,13.42,12.5,15.24,9.78,71.1,0.9,0.9,1.2,1.4,1.5,1.7,-1.1,-27.5,-14,148.4,205,34.8
03/10/2019 12:50,15.12,12.85,19.13,9.95,70.6,1,1.1,1.3,1.5,1.7,1.7,218.3,-37.4,-13.3,371.3,515.6,102.1
03/10/2019 12:55,17.51,13.94,26.52,10.64,69.3,1.3,1.1,1.5,1.9,2.2,2.1,496.6,-57.5,-14.4,543.1,738.6,152.7
03/10/2019 13:00,16.58,14.21,24.73,10.62,65,1.5,1.5,1.7,2.1,2.4,2.4,412.6,-75.9,-14.9,423,592.2,118.4
03/10/2019 13:05,16.8,14.28,23.93,10.63,64.2,1.4,1.3,1.8,2,2.2,2.3,579.1,-78.3,-14.4,438.8,621.1,126.8
03/10/2019 13:10,16.69,14.47,25.06,10.63,62.9,1.7,1.6,2.1,2.4,2.8,2.5,726.6,-88.1,-15.1,405.7,607,125.1
03/10/2019 13:15,14.71,14.02,18.91,10.36,62.8,1.6,1.5,2,2.3,2.6,2.6,44.1,-82.2,-15.8,126.5,217.9,31.2
03/10/2019 13:20,15.55,13.83,19.75,10.33,64.7,1.6,1.5,2,2.2,2.2,2.4,287.7,-56.2,-14.4,304,427.5,83.5
03/10/2019 13:25,14.31,13.76,17.47,10.09,62.1,2.3,2,2.8,3.3,3.3,3.5,5.8,-44.8,-15.8,133.4,192.4,31.4
03/10/2019 13:30,14.44,13.54,17.1,9.83,62.4,2.1,1.8,2.4,2.8,2.8,2.9,15.9,-49.2,-14.7,200,290.7,54.4
03/10/2019 13:35,14.95,13.73,19.14,9.94,62.5,2.2,1.9,2.6,2.8,3.2,3,89.1,-57.9,-14.9,263.9,395.3,78.3
03/10/2019 13:40,16.61,14.2,23.55,10.3,62.5,1.6,1.6,1.9,2.3,2.3,2.6,577.9,-71.3,-14.4,401.3,594.4,131.4
03/10/2019 13:45,16.01,14.42,22.28,10.45,61.4,1.9,1.7,2.2,2.5,2.7,2.6,311.5,-76.3,-15.6,266.7,424.2,89.6
03/10/2019 13:50,15.99,14.46,21.59,10.49,60.7,1.6,1.4,1.8,2.2,2.5,2.4,220.3,-70.8,-15.3,267.8,409.6,84.3
03/10/2019 13:55,14.54,13.88,17.69,9.99,60.2,2.2,2,2.6,3,3.2,3.2,33.8,-71.9,-15.6,153.9,248.4,44.8
03/10/2019 14:00,14.52,13.78,16.78,9.99,61.2,1.5,1.5,1.8,2,2,2.2,4.2,-58.4,-14.9,139.9,219,39
03/10/2019 14:05,14.77,13.8,17.56,9.96,61.5,1.5,1.4,1.8,2.1,2.1,2.2,32,-46.8,-14.9,173,256.7,49
03/10/2019 14:10,14.79,13.91,17.66,9.86,59.6,2.6,2.3,2.9,3.3,3.4,3.7,29,-46.6,-15.1,192.2,284.9,55.1
03/10/2019 14:15,14.92,14.01,17.81,9.79,58.7,2.3,2,2.7,3.2,3.5,3.5,27.8,-43.9,-14.9,224.5,318.4,61.5
03/10/2019 14:20,14.59,13.92,17.09,9.72,58.6,2.9,2.5,3.3,3.6,3.7,3.9,42.1,-44.8,-15.1,166.8,247.9,47.7
03/10/2019 14:25,14.57,13.87,16.61,9.73,58.6,2.3,2,2.6,3,3.7,3.4,81.7,-56.2,-14.9,139.7,233.6,45.9
03/10/2019 14:30,14.3,13.77,16.17,9.55,58.1,3.1,2.7,3.5,3.8,4.3,4,5.8,-48.7,-15.6,141.5,210.8,39.2
03/10/2019 14:35,14.23,13.67,15.72,9.51,58.5,2.6,2.4,3,3.2,3.7,3.5,20.1,-47.2,-15.1,124.1,198.2,37.1
03/10/2019 14:40,14.07,13.58,15.08,9.49,58.9,2.2,2,2.6,3.1,3.6,3.3,2.2,-59,-14.9,94.6,171.8,31
03/10/2019 14:45,14.02,13.54,15.19,9.5,59,2.4,2.1,2.7,3.1,3.4,3.4,0.9,-64,-15.1,85.6,164.7,30
03/10/2019 14:50,13.82,13.45,14.45,9.33,58.3,2.4,2.1,2.7,3.1,3.5,3.4,2.6,-70.4,-14.9,57.1,138,24.5
03/10/2019 14:55,14.88,13.63,17,9.31,57.6,2.4,2.1,2.8,3.2,3.6,3.4,434.8,-68.2,-13.7,198.4,353,85.6
03/10/2019 15:00,14.75,13.93,17.77,9.49,56.5,2.5,2.3,2.9,3.4,3.6,3.6,226.8,-73,-15.6,141.7,253.4,57.2
03/10/2019 15:05,13.85,13.53,14.62,9.17,56,3,2.6,3.4,3.9,4.2,4.1,12.9,-68.4,-15.3,75,155.9,28.5
03/10/2019 15:10,14.08,13.45,15.22,9.03,56.2,3.1,2.7,3.6,4.1,4.5,4.3,58.1,-56.8,-14.9,138.6,230.6,46.3
03/10/2019 15:15,14.71,13.71,17.2,9.26,56.7,2.9,2.4,3.4,3.8,4.1,4,295.6,-57.5,-14.7,192.2,317.6,74.1
03/10/2019 15:20,13.99,13.56,15.58,9.09,55.3,3.5,2.9,4.1,4.6,4.6,4.8,3,-52.9,-15.6,118.4,189.9,35
03/10/2019 15:25,13.83,13.42,14.79,8.94,55.4,2.5,2.1,2.9,3.3,3.4,3.4,1.8,-49.2,-15.1,95.4,152.9,26.8
03/10/2019 15:30,13.63,13.32,14.47,8.98,56.4,2.8,2.3,3.2,3.6,3.7,3.7,1.6,-33.4,-15.1,85.6,124.3,21.2
03/10/2019 15:35,13.42,13.26,13.93,9.05,57.4,2.5,2.1,2.9,3.3,3.5,3.4,1.2,-27.3,-15.3,52.4,72.1,10.3
03/10/2019 15:40,13.27,13.19,13.2,9.09,58.3,2.1,2,2.4,2.8,3.1,3,1.6,-24,-14.9,27.1,37.3,3.6
03/10/2019 15:45,13.32,13.16,13.24,9.22,59.4,1.3,1.3,1.6,1.9,2,2.2,0.5,-22.5,-15.1,32.5,45.8,6.1
03/10/2019 15:50,13.2,13.1,13.15,9.32,60.3,1,0.8,1.2,1.4,1.4,1.6,-0.1,-21.6,-15.1,22.7,32.3,3.6
03/10/2019 15:55,13.21,13.07,13.04,9.42,61,0.4,0.5,0.7,1,1.2,1.1,-0.1,-21,-14.9,24.5,34.5,4.3
03/10/2019 16:00,13.16,13.05,13.06,9.32,60.6,1.3,1.2,1.5,1.8,2,2,-0.3,-20.8,-14.9,24.5,34,4.1
03/10/2019 16:05,13.12,13.04,12.9,9.21,59.8,0.8,0.9,1.1,1.4,1.7,1.6,-0.1,-20.5,-14.9,18.8,25.7,2.6
03/10/2019 16:10,13.07,12.99,12.75,9.1,59.3,1.5,1.4,1.8,2.1,2.3,2.3,-0.1,-19.9,-14.9,18.3,24.9,2.4
03/10/2019 16:15,13.04,12.96,12.77,9.07,59.4,1,1,1.2,1.4,1.7,1.5,-0.1,-19.2,-14.9,15.2,30.9,3.8
03/10/2019 16:20,12.7,12.9,12.19,9.1,60,1.3,1.3,1.5,1.7,2.2,1.9,1.8,-15.7,-14.9,-51.6,26.8,3.8
03/10/2019 16:25,12.88,12.81,12.12,9.03,60.2,1.2,1.2,1.5,1.7,1.7,1.8,0.7,-15.3,-14.7,-34.8,31.8,5.5
03/10/2019 16:30,12.54,12.73,12.28,8.95,60.2,1.5,1.3,1.7,1.9,2.2,2,-0.1,-16.2,-14.9,-18,23,3.4
03/10/2019 16:35,12.37,12.63,11.71,8.93,60.5,1.4,1.3,1.6,1.9,2.1,2,2,-15.7,-14.7,-53.7,10.4,1.5
03/10/2019 16:40,12.43,12.57,11.39,8.88,60.5,0.9,0.9,1.2,1.4,1.6,1.5,0.5,-14.6,-14.7,-63.2,11.7,2.4
03/10/2019 16:45,12.16,12.48,10.77,8.95,61.6,0.9,1,1.2,1.4,1.4,1.8,2,-11.8,-14.7,-69.7,18.3,4.7
03/10/2019 16:50,12.14,12.38,10.52,9.06,63.2,0.5,0.5,0.8,1,0.8,1.2,0.9,-11.1,-14.7,-63,11.5,3.6
03/10/2019 16:55,12.16,12.25,10.65,8.9,63.2,1,1,1.3,1.5,1.5,1.6,-1.3,-11.1,-14.7,-83.7,8.2,2.6
03/10/2019 17:00,12.06,12.19,10.73,8.9,63.5,0.5,0.6,0.8,1.1,1.1,1.3,-1.1,-11.4,-14.9,-49.8,8.7,2.4
03/10/2019 17:05,12.13,12.14,10.92,8.84,63.3,0.8,0.8,1.1,1.3,1.4,1.6,-1.1,-11.8,-14.7,-38.1,10.4,2.6
